GWNO	EVENT_ID_CNTY	EVENT_ID_NO_CNTY	EVENT_DATE	YEAR	MONTH	DAY	TIME_PRECISION	Event Type	Actor	ALLY_ACTOR_1	INTER1	ACTOR2	ALLY_ACTOR_2	INTER2	INTERACTION	COUNTRY	ADMIN1	ADMIN2	ADMIN3	LOCATION	LATITUDE	LONGITUDE	GEO_PRECIS	SOURCE	Notes	Fatalities
475	3148NIG	49036	14/09/2011	2011	9	14	1	Battle-No change of territory	Boko Haram		3	Military Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	Agence France Presse	Suspected members of Boko Haram ambush a military patrol and wound four soldiers. 	0
475	3147NIG	49035	14/09/2011	2011	9	14	1	Remote violence	Unidentified Armed Group (Nigeria)		3	Police Forces of Nigeria (2007-2010)	Civilians (Nigeria)	1	13	Nigeria	Bauchi	Misau		Misau	11.31630	10.47030	1	Western Morning News	"Gunmen attack a police station with bombs and assault rifles and rob a back, killing a total of five police and civilians. "	5
475	3149NIG	49037	17/09/2011	2011	9	17	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	Agence France Presse	Unidentified gunmen shot and killed a relative of the slain former leader of Boko Haram. It is unclear if this event is coincidental or an assassination. 	1
475	3151NIG	49039	18/09/2011	2011	9	18	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	Christian Group (Nigeria)	7	37	Nigeria	Kaduna	Birnin-G		Bitari	10.50809	6.17050	1	Agence France Presse	"Unknown gunmen raided a small Christian farming village and killed four and wounded several others. The village is in the north, which is mainly populated with Muslims. "	4
475	3150NIG	49038	18/09/2011	2011	9	18	1	Battle-No change of territory	Unidentified Armed Group (Nigeria)		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Federal Capital Territory	Abuja Municipality		Abuja	9.05735	7.48976	1	BBC Monitoring Africa	Police forces arrest three heavily armed suspects. It is unclear if they have ties to any militant organizations. 	0
475	3152NIG	49040	23/09/2011	2011	9	23	1	Battle-No change of territory	Unidentified Armed Group (Nigeria)		3	Military Forces of Nigeria (2007-2010)		1	13	Nigeria	Rivers	Port Harcourt		Port Harcourt	4.78917	6.99861	1	Agence France Presse	"Military police arrest a man trying to enter a military barrack with ""harmful"" materials. "	0
475	3153NIG	49041	30/09/2011	2011	9	30	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	Civilians (International)	7	37	Nigeria	Akwa Ibom	Uyo		Ikwa Ibom	5.00000	7.83333	2	Agence France Presse	"Gunmen stormed an offshore Exxon oil derrick, taking one employee hostage and injuring another. "	0
475	3155NIG	49043	01/10/2011	2011	10	1	1	Remote violence	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	Agence France Presse	"Boko Haram attackers used explosives and gunfire to target an army patrol near a wedding in violence-torn northeastern Nigeria, killing at least three civilians. It should be noted this event occurred on Nigeria's Independence Day. "	3
475	3154NIG	49042	01/10/2011	2011	10	1	1	Battle-No change of territory	Boko Haram		3	Military Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	Agence France Presse	"Boko Haram attackers used explosives and gunfire to target an army patrol near a wedding in violence-torn northeastern Nigeria, killing at least three civilians. It should be noted this event occurred on Nigeria's Independence Day. "	0
475	3156NIG	49044	05/10/2011	2011	10	5	1	Battle-No change of territory	Boko Haram		3	Military Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Mafa		Maka	11.92543	13.60269	1	Agence France Presse	Security forces shot and killed two members of Boko Haram after they fire opened fire on them. 	2
475	3157NIG	49045	06/10/2011	2011	10	6	1	Riots/Protests	Rioters (Nigeria)	NLC: Nigeria Labour Congress	5			0	50	Nigeria	Federal Capital Territory	Abuja Municipality		Abuja	9.05735	7.48976	1	Agence France Presse	"Members of the NLC protest the termination of 3,000 employees of the India-owned Airtel Telephone company by raid the company's headquarters and cutting off up to 5 million subscribers. "	0
475	3158NIG	49046	08/10/2011	2011	10	8	2	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (International)		7	37	Nigeria	Lagos	LagosIsland		Lagos	6.45306	3.39583	2	Platts Commodity News	"Suspected sea pirates hijaked a chemical tanker off Lagos in the Gulf of Guinea, and sailed it to an unknown location. The crew was freed several days later. "	0
475	3159NIG	49047	09/10/2011	2011	10	9	1	Remote violence	Boko Haram		3	Military Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	Agence France Presse	"A Boko Haram roadside bomb detonates, targeting a military patrol. No reported injury or death. "	0
475	3160NIG	49048	10/10/2011	2011	10	10	1	Battle-No change of territory	Boko Haram		3	Military Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	The Press Trust of India Limited	Members of Boko Haram ambushed a military patrol and killed tow soldiers. 	2
475	3162NIG	49050	14/10/2011	2011	10	14	1	Violence against civilians	Civilians (Nigeria)	Muslim Group (Nigeria)	7	Police Forces of Nigeria (2007-2010)		1	17	Nigeria	Nassarawa	Lafia		Lafia	8.48330	8.51670	1	All Africa	Police clash with a group of Muslim worshippers when they drive a van through an area where Friday prayers were taking place. No report of casualties. 	0
475	3161NIG	49049	14/10/2011	2011	10	14	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Nassarawa	Lafia		Lafia	8.48330	8.51670	1	All Africa	"A group of Muslim worshipers protest a police disruption during Friday prayers, parade toward the local police station. "	0
475	3163NIG	49051	15/10/2011	2011	10	15	1	Battle-No change of territory	Boko Haram		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	Agence France Presse	Suspected members of Boko Haram shoot and kill a police officer. 	1
475	3164NIG	49052	16/10/2011	2011	10	16	1	Remote violence	Boko Haram		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Gombe	Kwami		Kwami	10.50000	11.25000	1	Reuters	An early morning bomb blast at a police station kills four officers. Boko Haram is suspected. 	4
475	3165NIG	49053	17/10/2011	2011	10	17	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (International)		7	37	Nigeria	Akwa Ibom	Uyo		Ikwa Ibom	5.00000	7.83333	2	Agence France Presse	"Suspected sea pirates raid an Exxon oil platform and take an employee hostage, freeing him in the following days. "	0
475	3166NIG	49054	22/10/2011	2011	10	22	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	Agence France Presse	"Members of Boko Haram attack and kill a newspaper reporter, claiming full responsibility in the following days. "	1
475	3169NIG	49057	23/10/2011	2011	10	23	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Niger	Lapai		Saminaka	9.10000	6.75000	1	Agence France Presse	"Boko Haram attackers attack a police station and a bank, killing both a police officer and a customer. "	1
475	3167NIG	49055	23/10/2011	2011	10	23	1	Battle-No change of territory	Boko Haram		3	Military Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	Agence France Presse	"Boko Haram attacks a military patrol, damages their vehicle. "	0
475	3168NIG	49056	23/10/2011	2011	10	23	1	Battle-No change of territory	Boko Haram		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Niger	Lapai		Saminaka	9.10000	6.75000	1	Agence France Presse	"Boko Haram attackers attack a police station and a bank, killing both a police officer and a customer. "	1
475	3170NIG	49058	29/10/2011	2011	10	29	2	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (International)		7	37	Nigeria	Delta	Ndokwa East		Niger Delta	5.32611	6.47083	2	Reuters	A Greek oil transport was hijacked by suspected sea pirates miles off the coast of the Delta region. More than 20 crew members were on board. 	0
475	3172NIG	49060	30/10/2011	2011	10	30	1	Remote violence	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	Agence France Presse	"A loud explosion detonates, causes no injuries or death. Boko Haram is suspected. "	0
475	3171NIG	49059	30/10/2011	2011	10	30	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	Government of Nigeria (2010-)	7	37	Nigeria	Benue	Gboko		Gboko	7.31790	8.99510	1	Vanguard (Nigeria)	Unidentified gunmen shot and killed the brother of the Chairman of The Benue State Board of Internal Revenue Service in his home early in the morning hours. Six were later arrest in connection to the assassination. 	1
475	3173NIG	49061	03/11/2011	2011	11	3	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	Christian Group (Nigeria)	7	37	Nigeria	Kaduna	Zangonka		Tabak	9.81575	8.23959	1	Agence France Presse	"On the evening of November 3, 2011, gunmen opened fire on worshipers in a Catholic church in the village of Tabak, killing two women and injuring 12 others."	2
475	3175NIG	49063	04/11/2011	2011	11	4	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	Africa Research Bulletin	Three suspected Boko Haram suicide bombers detonated outside a military headquarters killing one soldier and six civilians. 	6
475	3176NIG	49064	04/11/2011	2011	11	4	1	Remote violence	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Yobe	Damaturu		Damaturu	11.74700	11.96080	1	Xinhua News Agency	"A police headquarters in the Jerusalem neighborhood, a predominantly Christian area, is attacked by suspected members of Boko Haram. 63 killed in a series of explosions, but it is unclear if the dead are police or civilians. "	32
475	3177NIG	49065	04/11/2011	2011	11	4	1	Remote violence	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Yobe	Damaturu		Damaturu	11.74700	11.96080	1	The Irish Examiner	"A car bomb is detonated in Damaturu. Witness claim ""bodies were seen at the site"", though no numbers are given. 63 were confirmed dead in all total attacks in Damaturu by the Red Cross, others have the numbers as high as 150. "	63
475	3174NIG	49062	04/11/2011	2011	11	4	1	Battle-No change of territory	Boko Haram		3	Military Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	Agence France Presse	Three suspected Boko Haram suicide bombers detonated outside a military headquarters killing one soldier and six civilians. 	4
475	3178NIG	49066	05/11/2011	2011	11	5	1	Battle-No change of territory	Boko Haram		3	Military Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	Agence France Presse	Boko Haram suicide bombers attack military base. No reported injuries. 	0
475	3180NIG	49068	06/11/2011	2011	11	6	1	Battle-No change of territory	Boko Haram		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Yobe	Damaturu		Damaturu	11.74700	11.96080	1	Africa Research Bulletin	"A police headquarters in the Jerusalem neighborhood, a predominantly Christian area, is attacked by suspected members of Boko Haram. It is unclear if the dead are police or civilians. "	31
475	3179NIG	49067	06/11/2011	2011	11	6	1	Riots/Protests	Protesters (Nigeria)	Christian Group (Nigeria)	6			0	60	Nigeria	Kaduna	ZangonKa		Zonkwa	9.78333	8.28333	1	Africa Research Bulletin	Christian youths protest a recent attack during a worship service. 	0
475	3181NIG	49069	08/11/2011	2011	11	8	1	Battle-No change of territory	Boko Haram		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Yobe	Damaturu		Damaturu	11.74700	11.96080	1	Reuters	Police arrest suspected members of Boko Haram who were responsible for the recent deadly attacks on Domaturu that killed at least 63. 	0
475	3183NIG	49071	09/11/2011	2011	11	9	1	Violence against civilians	Fulani Ethnic Militia (Nigeria)		4	Civilians (Nigeria)		7	47	Nigeria	Kaduna	ZangonKa		Kafachan	9.58333	8.30000	1	Agence France Presse	"A local tribal chief and his wife a killed by unknown persons during the overnight hours. It was later revealed eight were killed in the Fulani attack, with dozens of houses burned. The attack my be retalitation for the 18-19 April 2011 violence. "	8
475	3182NIG	49070	09/11/2011	2011	11	9	1	Non-violent activity by a conflict actor	National Youth Council of Nigeria		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Federal Capital Territory	Abuja Municipality		Abuja	9.05735	7.48976	1	Agence France Presse	Nigeria's secret police detained a youth leader for attempting to organize a protest against fuel subsidies by the government. 	0
475	3184NIG	49072	11/11/2011	2011	11	11	1	Remote violence	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Bauchi	Bauchi		Bauchi	10.31583	9.84417	1	Agence France Presse	A roadside bomb is detonated injuring three. Boko Haram is suspected. 	0
475	3186NIG	49074	14/11/2011	2011	11	14	1	Remote violence	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	The Canadian Press	Two bombs are detonated late into the night. No injuries reported. Boko Haram is suspected. 	0
475	3187NIG	49075	14/11/2011	2011	11	14	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	BBC Monitoring Africa	Members of Boko Haram shoot and kill a student who they believed was working as a hired informant for police. 	1
475	3185NIG	49073	14/11/2011	2011	11	14	1	Remote violence	Boko Haram		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	Agence France Presse	Bombers target a police vehicle leading a motorcade of provincial governor. Boko Haram suspected. 	0
475	3188NIG	49076	14/11/2011	2011	11	14	1	Riots/Protests	Rioters (Nigeria)	National Union of Electricity Employees	5			0	50	Nigeria	Federal Capital Territory	Abuja Municipality		Abuja	9.05735	7.48976	1	Agence France Presse	"Employees of a state run power supply company strike over wages, military forces are sent to break the lines, but are met with protests of their presence. "	0
475	3189NIG	49077	15/11/2011	2011	11	15	1	Remote violence	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	The Canadian Press	A bomb is detonated during the afternoon. Boko Haram is suspected. No injuries reported. 	0
475	3190NIG	49078	17/11/2011	2011	11	17	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (International)		7	37	Nigeria	Delta	Ndokwa East		Niger Delta	5.32611	6.47083	2	Associated Press	Pirates attack a Chevron tanker and take three hostages off the coast of Nigeria. The three are reported released in early December.	0
475	3191NIG	49079	20/11/2011	2011	11	20	1	Violence against civilians	Fulani Ethnic Militia (Nigeria)		4	Civilians (Nigeria)		7	47	Nigeria	Plateau	Langtang North		Plateau	9.16667	9.75000	2	Agence France Presse	Three people were brutally killed when they were attacked by a suspected Fulani militia group. 	3
475	3192NIG	49080	24/11/2011	2011	11	24	1	Battle-No change of territory	Muslim Youth Sect (Nigeria)		4	Christian Militia (Nigeria)		4	44	Nigeria	Plateau	Barkin Ladi		Barkin Ladi	9.53333	8.90000	1	Agence France Presse	Christian/Muslim clashes among youths kill 12. Many houses were burned and a church destroyed. 	12
475	3194NIG	49082	27/11/2011	2011	11	27	1	Remote violence	Boko Haram		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Yobe	Geidam		Geidam	12.89670	11.92140	1	Platts Commodity News	"Gunmen suspected to be members of the Islamist sect Boko Haram bombed a police station, a bank and a beer parlor in northeastern Yobe state. Six churches, a shopping complex owned by a Christian and 11 cars parked near the bank were also destroyed by the assailants. Three police shot. "	3
475	3193NIG	49081	27/11/2011	2011	11	27	1	Battle-No change of territory	Unidentified Armed Group (Nigeria)		3	Military Forces of Nigeria (2007-2010)		1	13	Nigeria	Rivers	Port Harcourt		Port Harcourt	4.78917	6.99861	1	All Africa	"Soldiers kill one suspected kidnapper during a shootout, arrest three of his compatriots. "	1
475	3195NIG	49083	28/11/2011	2011	11	28	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)		7	37	Nigeria	Rivers	Ahoada East		Ahoada	5.08333	6.65000	1	All Africa	A lawmaker's mother is kidnapped from her home. The kidnappers demand N20 million for her freedom. 	0
475	3196NIG	49084	01/12/2011	2011	12	1	1	Battle-No change of territory	Fulani Ethnic Militia (Nigeria)		4	Tiv Ethnic Militia (Nigeria)		4	44	Nigeria	Benue	Gboko		Benue State	7.33333	8.75000	2	Agence France Presse	Fighting between Tivs and the Fulainis result in five deaths in Benue State	5
475	3197NIG	49085	01/12/2011	2011	12	1	1	Battle-No change of territory	Fulani Ethnic Militia (Nigeria)		4	Tiv Ethnic Militia (Nigeria)		4	44	Nigeria	Nassarawa	Nasarawa		Nasarawa	8.52944	7.72417	2	Agence France Presse	Fighting between Tivs and the Fulainis result in one deaths in Nassarawa State. 	1
475	3198NIG	49086	02/12/2011	2011	12	2	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	BBC Monitoring Africa	"Suspected Boko Haram gunmen killed two people at a wedding ceremony, including a local government official. "	2
475	3199NIG	49087	04/12/2011	2011	12	4	1	Remote violence	Boko Haram		3	Police Forces of Nigeria (2007-2010)	Military Forces of Nigeria (2007-2010)	1	13	Nigeria	Bauchi	Katagum		Azare	11.67650	10.19480	1	Agence France Presse	"Suspected Islamists bombed police buildings, two banks and killed six people, injuring three others, in the volatile northern Bauchi State. Boko Haram is suspected in the attack that lasted five hours. "	6
475	3200NIG	49088	08/12/2011	2011	12	8	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Federal Capital Territory	Abuja Municipality		Abuja	9.05735	7.48976	1	Agence France Presse	Hundreds of youths bussed from the southern oil region blocked an arterial highway leading to the capital Abuja to protest what they said were unkept government promises to former oil militants. A road was barricaded to prevent police from entering an area of the city.	0
475	3201NIG	49089	10/12/2011	2011	12	10	1	Remote violence	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	Muslim Group (Nigeria)	7	37	Nigeria	Delta	Ethiope West		Sapele	5.91667	5.70000	1	Agence France Presse	"An explosion damages a mosque in the oil producing region, however there were no deaths or injuries reported. "	0
475	3202NIG	49090	10/12/2011	2011	12	10	1	Remote violence	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)		7	37	Nigeria	Plateau	Jos North		Jos	9.91667	8.90000	1	Agence France Presse	Two bombs were detonated in a crowded bar in an area of the city that is rife with ethnic and religious clashes. At least one death reported. 	1
475	3204NIG	49092	13/12/2011	2011	12	13	1	Remote violence	Boko Haram		3	Military Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	Agence France Presse	A Boko Haram blast killed at least 10 and injured 30 more. Residents accused soldiers of shooting indiscriminately and burning homes after it was realized the blast was targeted at troops. One of the bombers was killed before he was able to detonate his device. It is unclear the ratio of civilian to military deaths. 	10
475	3203NIG	49091	13/12/2011	2011	12	13	1	Remote violence	Military Forces of Nigeria (2007-2010)		1	Civilians (Nigeria)		7	17	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	Agence France Presse	After a Boko Haram blast targets troops the troops react by burning homes and firing weapons indiscriminately.	0
475	3205NIG	49093	16/12/2011	2011	12	16	1	Remote violence	Unidentified Armed Group (Nigeria)		3	Military Forces of Nigeria (2007-2010)		1	13	Nigeria	Kano	Rano		Kano State	11.50000	8.50000	2	All Africa	"Gunmen have attacked a military-run secondary school in northern, reporting two officers wounded, though a doctor said four Air Force Officers were killed. It is unclear if the students were cadets or civilians. The school was outside Kano City."	4
475	3206NIG	49094	17/12/2011	2011	12	17	1	Battle-No change of territory	Boko Haram		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Kano	Nassaraw		Kano City	12.00012	8.52880	1	Reuters	Police forces arrest 14 suspected members of Boko Haram following a shootout. 	0
475	3207NIG	49095	17/12/2011	2011	12	17	1	Riots/Protests	Rioters (Nigeria)		5	Police Forces of Nigeria (2007-2010)		1	15	Nigeria	Lagos	LagosIsland		Lagos	6.45306	3.39583	1	Agence France Presse	"Nigerian police fired teargas at dozens of people protesting the introduction of road toll fees in the economic capital Lagos, witnesses reported, and one said he was beaten."	0
475	3208NIG	49096	19/12/2011	2011	12	19	1	Non-violent activity by a conflict actor	Unidentified Armed Group (Nigeria)		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Kaduna	Birnin-G		Mando	10.71667	6.56667	1	BBC Monitoring Africa	"Three bomb suspects were arrested after they bomb they planted in an apartment complex exploded prematurely, injuring the group. "	0
475	3209NIG	49097	20/12/2011	2011	12	20	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)		7	37	Nigeria	Kaduna	Kaura		Kagoro	9.60000	8.38333	1	Agence France Presse	An early morning raid on a small town kills five and injures five others. This town is southern Kaduna State where Christians are the majority. 	5
475	3210NIG	49098	22/12/2011	2011	12	22	1	Battle-No change of territory	Boko Haram		3	Military Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	BBC Monitoring Africa	Eleven Boko Haram militants are killed during a shootout with police. 	11
475	3211NIG	49099	22/12/2011	2011	12	22	1	Battle-No change of territory	Boko Haram		3	Military Forces of Nigeria (2007-2010)		1	13	Nigeria	Yobe	Damaturu		Damaturu	11.74700	11.96080	1	BBC Monitoring Africa	More than 50 Boko Haram militants were killed in a lengthy gun-battle in the town of Damaturu.	50
475	3212NIG	49100	25/12/2011	2011	12	25	1	Remote violence	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Gombe	Nafada		Gadaka	11.28520	11.22060	1	BBC Monitoring Africa	"Boko Haram bombs a series of churches in five cities during Christmas services. At least 42 killed total, 18 in Madalla alone. A police station was also attacked in Damaturu."	6
475	3213NIG	49101	25/12/2011	2011	12	25	1	Remote violence	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Kano	Nassaraw		Kano City	12.00012	8.52880	1	BBC Monitoring Africa	"Boko Haram bombs a series of churches in five cities during Christmas services. At least 42 killed total, 18 in Madalla alone. A police station was also attacked in Damaturu."	6
475	3214NIG	49102	25/12/2011	2011	12	25	1	Remote violence	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Niger	Suleja		Madalla	9.10400	7.21500	1	BBC Monitoring Africa	"Boko Haram bombs a series of churches in five cities during Christmas services. At least 42 killed total, 18 in Madalla alone. A police station was also attacked in Damaturu."	18
475	3215NIG	49103	25/12/2011	2011	12	25	1	Remote violence	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Plateau	Jos North		Jos	9.91667	8.90000	1	BBC Monitoring Africa	"Boko Haram bombs a series of churches in five cities during Christmas services. At least 42 killed total, 18 in Madalla alone. A police station was also attacked in Damaturu."	6
475	3217NIG	49105	25/12/2011	2011	12	25	1	Remote violence	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Yobe	Damaturu		Damaturu	11.74700	11.96080	1	BBC Monitoring Africa	"Boko Haram bombs a series of churches in five cities during Christmas services. At least 42 killed total, 18 in Madalla alone. A police station was also attacked in Damaturu."	6
475	3216NIG	49104	25/12/2011	2011	12	25	1	Remote violence	Boko Haram		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Yobe	Damaturu		Damaturu	11.74700	11.96080	1	BBC Monitoring Africa	"Boko Haram bombs a series of churches in five cities during Christmas services. At least 42 killed total, 18 in Madalla alone. A police station was also attacked in Damaturu."	0
475	3218NIG	49106	27/12/2011	2011	12	27	1	Remote violence	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maiduguri		Maiduguri	11.84500	13.16000	1	BBC Monitoring Africa	"Following Friday prayers, a bomb detonates near a mosque causing four confirmed deaths plus injuries. Boko Haram is blamed. "	4
475	3219NIG	49107	31/12/2011	2011	12	31	1	Battle-No change of territory	Ezza Ethnic Militia (Nigeria)		4	Ezillo Ethnic Militia (Nigeria)		4	44	Nigeria	Ebonyi	Abakalik		Ebonyi	6.25000	8.08330	2	BBC Monitoring Africa	"Ethnic tribes battle over a land dispute, 50 dead. "	50
475	3220NIG	49108	01/01/2012	2012	1	1	1	Battle-No change of territory	Ezza Ethnic Militia (Nigeria)		4	Ezillo Ethnic Militia (Nigeria)		4	44	Nigeria	Ebonyi	Abakalik		Ebonyi	6.25000	8.08333	1	The Statesman	52 are killed in ethnic clashes. The dead include women and children. 	52
475	3221NIG	49109	02/01/2012	2012	1	2	1	Riots/Protests	Police Forces of Nigeria (2010-)		1	Protesters (Nigeria)		6	16	Nigeria	Federal Capital Territory	Abuja Municipality		Abuja	9.05735	7.48976	1	Agence France Press	Police fire tear gas to disperse fuel subsidy protesters. 	0
475	3222NIG	49110	02/01/2012	2012	1	2	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Kano	Nassaraw		Kano	12.00012	8.52880	1	APANEWS	Protesters gather to denounce the end of an oil subsidy.	0
475	3223NIG	49111	02/01/2012	2012	1	2	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Lagos	LagosIsland		Lagos	6.45306	3.39583	1	All Africa	Protesters gather to denounce the end of an oil subsidy.	0
475	3226NIG	49114	03/01/2012	2012	1	3	1	Non-violent activity by a conflict actor	Boko Haram		3			0	30	Nigeria	Federal Capital Territory	Abuja Municipality		Abuja	9.05735	7.48976	2	National Post	"Boko Haram releases a communiqué, threatening attacks if Christians do not leave Nigeria by Wednesday. "	0
475	3230NIG	49118	03/01/2012	2012	1	3	1	Battle-No change of territory	JAF: Joint Action Front	Rioters (Nigeria)	2	Police Forces of Nigeria (2007-2010)		1	12	Nigeria	Lagos	LagosIsland		Lagos	6.45306	3.39583	1	APANEWS	"Protesters gather to denounce the end of an oil subsidy. Reports of several cars torched. Rioters clash with police, two dead. "	0
475	3229NIG	49117	03/01/2012	2012	1	3	1	Violence against civilians	Police Forces of Nigeria (2010-)		1	Civilians (Niger)	Protesters (Niger)	7	17	Nigeria	Kwara	IlorinWe		Ilorin	8.50000	4.55000	1	Agence France Press	A labor union claims one of it's members was shot by police during an fuel subsidy protest. 	1
475	3228NIG	49116	03/01/2012	2012	1	3	1	Riots/Protests	Protesters (Nigeria)	Military Forces of Nigeria (2010-)	6			0	60	Nigeria	Kogi	Lokoja		Lokoja	7.80236	6.74300	1	APANEWS	Police and soldiers join a protest over the removal of a government subsidy on gasoline. 	0
475	3227NIG	49115	03/01/2012	2012	1	3	1	Riots/Protests	Protesters (Nigeria)	NAKSS: National Association of Kano State Students	6			0	60	Nigeria	Kano	Nassaraw		Kano	12.00012	8.52880	1	All Africa	"A youth organization gathers to protest the end to fuel subsidies, gives a 24 hour ultimatum before launching violent riots. "	0
475	3224NIG	49112	03/01/2012	2012	1	3	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Benue	Gboko		Benue State	7.33333	8.75000	2	All Africa	Protesters gather to denounce the end of an oil subsidy.	0
475	3225NIG	49113	03/01/2012	2012	1	3	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Delta	Ndokwa East		Niger Delta	5.32611	6.47083	2	Reuters	Protesters gather to denounce the end of an oil subsidy.	0
475	3231NIG	49119	03/01/2012	2012	1	3	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Lagos	Shomolu		Maryland	6.57111	3.37167	1	All Africa	Protesters gather on a bridge to denounce the end of an oil subsidy. A government building was vandalized. 	0
475	3232NIG	49120	03/01/2012	2012	1	3	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Lagos	Kosofe		Ojota	6.58631	3.38081	1	All Africa	Protesters gather to denounce the end of an oil subsidy.	0
475	3233NIG	49121	03/01/2012	2012	1	3	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Oyo	Atiba		Oyo State	8.00000	4.00000	2	All Africa	Protesters gather to denounce the end of an oil subsidy.	0
